DATE,T10Y2Y,NASDAQ_RSI,WILSHIRE_RSI,GOLD_RSI,DGS30_RSI
1984-10-16,0.55,38.73668189,43.14464253,33.95721925,41.42857143
1984-10-17,0.58,37.93363499,38.19829819,38.37209302,46.77419355
1984-10-18,0.56,49.42233633,55.20740078,34.30851064,19.6969697
1984-10-19,0.54,61.12600536,62.51136645,36.8286445,8.219178082
1984-10-22,0.55,66.18287373,65.45486021,33.72921615,7.692307692
1984-10-23,0.61,73.12599681,70.94474153,29.18781726,6.097560976
1984-10-24,0.64,72.75666936,70.0715114,34.82849604,6.329113924
1984-10-25,0.7,62.69727403,65.18924751,32.26666667,14.86486486
1984-10-26,0.66,59.61800819,62.50862069,36.22754491,25.30120482
1984-10-29,0.65,57.99601858,61.62672106,34.47293447,24.70588235
1984-10-30,0.62,63.66622865,65.71233293,42.6056338,20.40816327
1984-10-31,0.7,58.09859155,60.70714835,38,23.71134021
1984-11-01,0.73,56.75872093,60.41811847,36.89320388,21.9047619
1984-11-02,0.7,51.02040816,55.59801963,51.85185185,20.38834951
1984-11-05,0.81,54.6191248,63.45500849,55.78231293,19.62616822
1984-11-06,0.865,62.07137859,70.72608529,61.68958743,25.82159624
1984-11-07,0.92,49.95970991,54.77113326,65.82809224,36.55913978
1984-11-08,0.86,42.52669039,51.92480662,67.13709677,52.12765957
1984-11-09,0.9,45.0094162,50.8858528,65.42239686,48.51485149
1984-11-12,0.895,43.75578168,50.26994079,63.2780083,53
1984-11-13,0.89,37.55203997,45.38449317,67.75956284,55.88235294
1984-11-14,0.9,40.85144928,48.1865722,59.80707395,55
1984-11-15,0.95,43.40712223,52.14970333,62,45.91836735
1984-11-16,0.98,43.36538462,47.41078838,66.54740608,45.91836735
1984-11-19,0.94,30.45337896,35.31108004,62.31155779,49.45054945
1984-11-20,0.94,32.54593176,41.11437965,64.02753873,45.65217391
1984-11-21,1,26.42585551,36.01579393,65.61403509,46.15384615
1984-11-23,0.95,40.43377227,47.32605835,56.22406639,38.83495146
1984-11-26,0.95,36.46877409,38.74413957,43.99141631,42.57425743
1984-11-27,0.97,27.40088106,32.99142425,25.58139535,37.8238342
1984-11-28,1.03,28.45379689,33.20639756,22.0735786,40.59405941
1984-11-29,1.05,25.04025765,31.44734733,22.97520661,32.58426966
1984-11-30,1.08,23.57846854,32.0509679,22.31139647,45.45454545
1984-12-03,1.06,21.33058985,31.10336081,21.71875,41.86046512
1984-12-04,1.08,23.97881997,35.92646183,19.19354839,37.64705882
1984-12-05,1.12,21.80192572,32.78701258,21.75502742,34.56790123
1984-12-06,1.12,24.96392496,35.61883068,22.71880819,45.12195122
1984-12-07,1.19,26.41221374,39.42348096,22.3853211,51.72413793
1984-12-10,1.19,30.61946903,45.70367751,21.07081174,53.57142857
1984-12-11,1.17,31.40857393,43.36560627,22.4137931,51.72413793
1984-12-12,1.19,31.16319444,40.3715907,24.62311558,56.25
1984-12-13,1.3,11.89245088,22.79427704,24.25742574,72.72727273
1984-12-14,1.36,20.93253968,33.12008979,22.65023112,62.35294118
1984-12-17,1.42,15.7635468,33.94302184,23.55769231,59.5505618
1984-12-18,1.44,44.5799458,58.97967648,20.67510549,45.16129032
1984-12-19,1.45,55.46334716,62.07438449,15.56886228,45.16129032
1984-12-20,1.43,56.96022727,61.38306138,14.54545455,41.37931034
1984-12-21,1.4,63.34913112,61.81533646,26.69962917,40
1984-12-24,1.48,67.18528996,64.27816185,21.38753873,40.4494382
1984-12-26,1.5,79.83606557,70.48697824,22.55506601,46.46464646
1984-12-27,1.49,76.70454545,65.21891726,23.19790301,42.39130435
1984-12-28,1.44,78.28843106,68.64940518,23.16753927,37.64705882
1984-12-31,1.53,82.89962825,69.67594551,25.32188841,43.02325581
1985-01-02,1.67,74.38356164,60.52412331,22.6541555,55.31914894
1985-01-03,1.56,75.83444593,59.67886482,17.40139211,54.16666667
1985-01-04,1.59,77.75496235,59.03516548,24.97273719,51.64835165
1985-01-07,1.49,75.36231884,57.80060883,23.9039666,48.45360825
1985-01-08,1.46,78.43137255,54.81451935,37.70977295,49.47368421
1985-01-09,1.52,70.27027027,41,39.70893971,59.25925926
1985-01-10,1.48,72.23300971,57.0536829,45.5399061,59.25925926
1985-01-11,1.51,80.41237113,59.79588276,50.78534031,62.06896552
1985-01-14,1.53,85.60509554,70.28127592,41.53674833,67.44186047
1985-01-15,1.49,86.28640777,68.89257242,42.53921922,61.05263158
1985-01-16,1.52,87.9144385,71.45564822,41.89985277,57.47126437
1985-01-17,1.5,90.36959917,74.66529351,45.37902388,56.47058824
1985-01-18,1.48,91.04983067,74.97456765,47.31958763,51.08695652
1985-01-21,1.46,91.87170475,79.24993512,47.92099792,44.9197861
1985-01-22,1.44,98.24260609,88.9654203,50.65934066,31.76470588
1985-01-23,1.38,98.36848388,93.4343106,53.04948216,31.76470588
1985-01-24,1.32,99.28382963,97.10174301,48.05031447,22.34042553
1985-01-25,1.35,99.85734665,97.16063274,53.50140056,30
1985-01-28,1.32,100,97.97531187,39.89547038,31.16883117
1985-01-29,1.32,100,98.03149606,59.34664247,29.48717949
1985-01-30,1.32,100,97.67825045,47.76785714,25.97402597
1985-01-31,1.27,100,98.06250464,51.85185185,19.71830986
1985-02-01,1.25,98.85155253,90.49183089,58.19861432,26.92307692
1985-02-04,1.32,98.85252869,91.33205374,47.39039666,33.33333333
1985-02-05,1.31,98.82710686,91.26296239,48.56557377,29.57746479
1985-02-06,1.37,98.86744966,91.99230769,44.83516484,35.8974359
1985-02-07,1.35,98.90643985,92.50485996,40.26548673,35.8974359
1985-02-08,1.34,98.79893238,90.37625959,36.8852459,38.0952381
1985-02-11,1.36,94.43665264,78.97097402,36.21730382,48
1985-02-12,1.36,89.72431078,75.5317054,52.75423729,50
1985-02-13,1.36,89.79083665,81.44164392,51.875,61.01694915
1985-02-14,1.31,88.88888889,76.59105744,59.45330296,52.38095238
1985-02-15,1.36,85.15235457,71.7644265,63.81578947,61.33333333
1985-02-19,1.36,80.30474041,65.4020188,48.49246231,61.33333333
1985-02-20,1.39,77.72814295,64.09608091,49.61439589,69.31818182
1985-02-21,1.35,76.18445989,58.18639798,42.11956522,70.32967033
1985-02-22,1.42,73.67135003,58.1570997,36.04651163,70.96774194
1985-02-25,1.39,59.77859779,49.49854719,28.97196262,70.32967033
1985-02-26,1.36,57.421875,53.44738206,23.2,70.32967033
1985-02-27,1.33,48.79393522,51.12526539,32.01133144,74.28571429
1985-02-28,1.25,37.19357566,46.77210507,32.65895954,80.80808081
1985-03-01,1.13,45.64740307,53.03191055,32.19373219,76.19047619
1985-03-04,1.15,48.56031128,55.259801,33.14121037,76.41509434
1985-03-05,1.15,52.20282627,55.36608128,27.04402516,72.32142857
1985-03-06,1.17,37.97150042,37.75044264,25.82582583,75
1985-03-07,1.11,31.77966102,36.06338467,30.02832861,80.53097345
1985-03-08,1.15,31.35888502,36.74709724,26.68621701,63.93442623
1985-03-11,1.16,30.5914344,36.6971646,31.03448276,65
1985-03-12,1.16,29.9245024,39.62329359,29.74137931,61.11111111
1985-03-13,1.11,24.91428571,37.81020694,33.14447592,61.46788991
1985-03-14,1.06,25,39.6918816,36.74418605,56.70103093
1985-03-15,1.11,30.97964377,37.89456288,49.78991597,57.57575758
1985-03-18,1.13,24.64516129,29.16116871,69.24778761,64.1509434
1985-03-19,1.14,55.74241181,43.64653949,77.13815789,52.80898876
1985-03-20,1.06,41.69491525,40.2845496,88.06767587,46.875
1985-03-21,1.13,36.31773814,31.90228785,66.37583893,47.36842105
1985-03-22,1.13,36.29330642,33.92459048,69.65475469,45.65217391
1985-03-25,1.15,33.24056895,30.00351124,65.57282671,47.72727273
1985-03-26,1.14,34.93662658,36.34068175,67.2759434,40.4494382
1985-03-27,1.21,40.58213449,47.02139965,71.12382934,41.75824176
1985-03-28,1.22,42.9245283,49.95001999,70.50025786,51.35135135
1985-03-29,1.22,46.61475965,57.19622677,70.43927649,45.78313253
1985-04-01,1.21,48.19316689,56.61270472,67.87848606,44.44444444
1985-04-02,1.22,52.75080906,62.04606765,62.6054358,40
1985-04-03,1.24,50.691085,55.9977526,63.94035246,41.55844156
1985-04-04,1.22,49.08145581,60.47123066,61.84440559,42.30769231
1985-04-08,1.28,48.81075491,56.55714421,61.59260889,33.82352941
1985-04-09,1.28,23.53244078,43.98730314,57.68298594,31.50684932
1985-04-10,1.27,49.92548435,53.213424,43.56819651,30.26315789
1985-04-11,1.3,53.75086029,55.43716703,63.2423756,27.71084337
1985-04-12,1.3,55.76407507,58.86010363,59.3250444,24.05063291
1985-04-15,1.28,68.92210858,68.30065359,63.74045802,23.75
1985-04-16,1.39,72.03757225,68.2648917,64.48598131,23.75
1985-04-17,1.36,71.35455218,66.03477421,46.71201814,20.77922078
1985-04-18,1.4,68.82621951,60.26132012,46.34420697,19.04761905
1985-04-19,1.35,64.56820016,55.17723288,47.69736842,26.25
1985-04-22,1.41,56.11745514,49.70284238,54.22276622,24.3902439
1985-04-23,1.37,61.38374899,59.81008756,62.74787535,31.11111111
1985-04-24,1.44,73.57466063,72.7878616,52.16763006,30.33707865
1985-04-25,1.47,78.31743278,77.56377551,58.79478827,34.04255319
1985-04-26,1.47,85.90102708,74.71433837,54.41441441,32.63157895
1985-04-29,1.5,71.81528662,62.61594581,49.8015873,43.87755102
1985-04-30,1.5,57.51252087,51.59366869,52.53283302,46.73913043
1985-05-01,1.45,47.87878788,40.55073942,27.66666667,48.31460674
1985-05-02,1.43,43.05317324,40.81632653,20.79037801,46.59090909
1985-05-03,1.5,46.96485623,44.11849295,21.08013937,46.59090909
1985-05-06,1.49,39.67714528,43.10395315,16.88424717,50
1985-05-07,1.51,39.62585034,44.00576369,19.05697446,47.5
1985-05-08,1.53,41.29692833,47.68821604,26.67946257,61.53846154
1985-05-09,1.53,51.6886931,53.79054848,23.6,55.12820513
1985-05-10,1.42,66.76575505,63.58966495,21.52641879,48.31460674
1985-05-13,1.4,66.62686567,61.9196536,32.64540338,41.02564103
1985-05-14,1.4,63.94721056,57.94967672,53.44,33.70786517
1985-05-15,1.49,63.30891331,56.81945444,50.68285281,28.04878049
1985-05-16,1.5,65.91038003,64.92620219,47.02549575,26.74418605
1985-05-17,1.47,77.32193732,77.30056533,45.48022599,18.18181818
1985-05-20,1.46,87.06070288,85.67973252,48.67021277,14.89361702
1985-05-21,1.49,88.90701468,93.93230385,51.2605042,19.76744186
1985-05-22,1.51,87.5267666,85.80811808,54.46808511,24.44444444
1985-05-23,1.43,78.14122534,79.12153138,53.78151261,26.74418605
1985-05-24,1.44,81.05103588,79.87412387,55.61187545,25.27472527
1985-05-28,1.38,74.96251874,76.84783408,53.70629371,22.33009709
1985-05-29,1.41,73.84155456,76.36443986,47.04264099,14.89361702
1985-05-30,1.36,67.95907377,73.67298384,50.64102564,14.73684211
1985-05-31,1.36,60.95800525,71.52870198,49.49874687,15.55555556
1985-06-03,1.33,58.29383886,69.80424442,50.12376238,12.96296296
1985-06-04,1.37,61.08474576,76.05633803,37.12121212,14.58333333
1985-06-05,1.41,61.52815013,75.48076923,37.57668712,11.9266055
1985-06-06,1.38,57.73195876,74.55871067,40.92409241,15.88785047
1985-06-07,1.37,47.30923695,61.63236481,41.94630872,29.13385827
1985-06-10,1.29,31.1,49.27536232,28.64238411,33.94495413
1985-06-11,1.3,32.32848233,47.67129968,43.63992172,30.35714286
1985-06-12,1.4,32.42961418,47.23933792,42.74353877,30.35714286
1985-06-13,1.45,29.78927203,41.69777114,45.30612245,32.75862069
1985-06-14,1.53,29.9904489,46.25970707,48.85057471,29.23076923
1985-06-17,1.49,32.10633947,45.59193955,56.66003976,31.66666667
1985-06-18,1.53,36.50793651,49.47243951,69.45996276,29.83870968
1985-06-19,1.54,40.6867846,47.35507563,69.17293233,38.63636364
1985-06-20,1.55,32.00419727,39.94014963,65.83184258,44.61538462
1985-06-21,1.54,41.18198874,51.43746417,47.41935484,56.8
1985-06-24,1.58,45.57291667,46.66609968,46.59270998,59.54198473
1985-06-25,1.54,52.02754399,48.74959137,51.80533752,67.5
1985-06-26,1.6,55.50035486,47.28923258,52.47678019,66.66666667
1985-06-27,1.58,64.16831032,56.72020287,51.92604006,50.92592593
1985-06-28,1.58,67.47141042,60.46173716,60.10544815,50
1985-07-01,1.53,68.72635561,64.02141773,53.87453875,51.40186916
1985-07-02,1.54,73.52368592,69.44348128,45.33762058,48.54368932
1985-07-03,1.57,89.69465649,81.06658571,44.07051282,47
1985-07-05,1.57,89.87246812,80.42477506,41.93011647,46.07843137
1985-07-08,1.53,88.47858198,78.85720148,41.54103853,51.40186916
1985-07-09,1.53,83.80952381,71.98012628,37.78966132,53.92156863
1985-07-10,1.52,85.0473613,78.48915339,28.65853659,47.77777778
1985-07-11,1.49,91.06808245,79.7834912,31.61434978,49.46236559
1985-07-12,1.45,91.35429262,75.66511022,49.4047619,40.74074074
1985-07-15,1.46,91.02322662,76.90949227,58.5915493,35.13513514
1985-07-16,1.48,90.90909091,79.45192024,52.7607362,30.26315789
1985-07-17,1.49,91.70052234,80.55762082,62.62135922,27.5
1985-07-18,1.54,85.66131026,69.71228973,64.35406699,46.34146341
1985-07-19,1.52,85.67901235,69.76509451,55.23012552,53.16455696
1985-07-22,1.51,80.71216617,62.36350828,54.20944559,59.52380952
1985-07-23,1.5,77.37955347,55.82972014,73.61111111,60.24096386
1985-07-24,1.52,66.68410042,52.97329643,63.96551724,60.71428571
1985-07-25,1.56,65.75268817,49.55872914,64.45578231,82.53968254
1985-07-26,1.61,68.94444444,53.02878179,59.03010033,82.53968254
1985-07-29,1.64,59.01093676,45.50218968,62.5382263,84.28571429
1985-07-30,1.62,55.19480519,40.43471438,63.01369863,82.60869565
1985-07-31,1.56,52.05772314,41.91598439,69.42934783,70.14925373
1985-08-01,1.47,54.14110429,45.46695402,65.85365854,63.51351351
1985-08-02,1.51,53.83427689,44.80390769,52.98329356,69.66292135
1985-08-05,1.51,42.30573895,32.9693501,56.90423163,70.45454545
1985-08-06,1.52,30.12618297,23.2453186,49.63942308,75.29411765
1985-08-07,1.47,28.45084409,24.53259401,48.0861244,65.75342466
1985-08-08,1.44,27.14863498,27.13295353,54.77941176,57.14285714
1985-08-09,1.42,30.04670472,27.96999929,56.29722922,50.70422535
1985-08-12,1.43,29.69230769,29.93336362,54.99351492,53.94736842
1985-08-13,1.5,31.69129721,31.77141939,63.8121547,55.12820513
1985-08-14,1.42,31.27753304,31.49612653,59.04255319,48.27586207
1985-08-15,1.4,30.53858967,30.46487015,64.67532468,45.12195122
1985-08-16,1.36,35.52971576,34.47259327,65.65656566,35.29411765
1985-08-19,1.34,34.46115288,36.16047388,68.51851852,34.09090909
1985-08-20,1.34,34.58411507,37.58883917,58.78859857,36.58536585
1985-08-21,1.3,28.15934066,36.05717368,60.97560976,37.5
1985-08-22,1.29,24.12398922,32.70281288,75.1048951,22.72727273
1985-08-23,1.27,28.36767036,35.6945804,64.56043956,25.3968254
1985-08-26,1.3,32.31046931,46.33095157,68.28070175,27.69230769
1985-08-27,1.31,38.1663113,52.85620486,70.44817927,26.08695652
1985-08-28,1.31,41.2360689,49.22206506,71.86666667,32.8125
1985-08-29,1.31,40.6345957,53.46681498,71.10817942,31.81818182
1985-08-30,1.32,46.78800857,57.04866148,62.58596974,37.5
1985-09-03,1.29,47.5,52.59574468,55.6,31.88405797
1985-09-04,1.31,39.22594142,48.50209011,48.6013986,33.84615385
1985-09-05,1.35,38.14852492,47.9343585,46.48058252,39.43661972
1985-09-06,1.35,48.59228363,60.21428571,30.15494636,61.17647059
1985-09-09,1.36,52.41844769,59.14425428,25.91656131,64.19753086
1985-09-10,1.38,40.43209877,43.10656231,28.47222222,64.19753086
1985-09-11,1.38,22.95652174,27.85568997,31.78807947,70.12987013
1985-09-12,1.37,21.63934426,28.12668901,25.43859649,71.05263158
1985-09-13,1.37,17.89830508,25.50730321,35.05674653,61.62790698
1985-09-16,1.38,16.30636195,24.21919908,31.33612942,56.97674419
1985-09-17,1.36,13.07578009,15.62801297,29.84165652,65.47619048
1985-09-18,1.36,8.485163977,12.00292531,20.39800995,65.47619048
1985-09-19,1.3,18.00373134,23.40256227,21.66246851,67.07317073
1985-09-20,1.35,19.35779817,22.04482423,29.49194548,56.41025641
1985-09-23,1.5,26.61902635,33.97957056,45.02164502,60.97560976
1985-09-24,1.51,25.4918734,31.59731197,54.3814433,64.1025641
1985-09-25,1.56,23.48305753,28.49484296,53.54330709,54.66666667
1985-09-26,1.5,19.35607512,25.78323455,67.89554531,29.8245614
1985-09-30,1.43,19.85435033,27.63887251,59,37.5
1985-10-01,1.46,25.4909511,39.70539373,54.12844037,37.5
1985-10-02,1.46,28.1462585,42.91357434,53.64238411,39.39393939
1985-10-03,1.48,30.87971275,47.83954598,59.29721816,39.39393939
1985-10-04,1.52,33.54461238,47.99430642,62.02185792,49.12280702
1985-10-07,1.45,33.0134357,45.0394657,59.73684211,56.89655172
1985-10-08,1.4,38.4787472,49.65526474,59.73684211,49.09090909
1985-10-09,1.4,42.80500521,51.17184964,66.05890603,47.16981132
1985-10-10,1.39,38.23198198,46.54204279,63.16507503,46.2962963
1985-10-11,1.38,43.27817994,54.81886535,59.82142857,53.19148936
1985-10-14,1.37,45.42288557,54.70120614,47.05882353,43.67816092
1985-10-15,1.36,52.25464191,60.78744955,46.95481336,43.18181818
1985-10-16,1.36,63.30777656,74.46381731,44.63601533,45.23809524
1985-10-17,1.36,72.10323998,73.66358363,38.71595331,46.34146341
1985-10-18,1.36,72.10323998,70.47838525,49.46695096,32.43243243
1985-10-21,1.35,67.02981651,61.94587254,58.23095823,34.28571429
1985-10-22,1.32,70.93484419,69.53066567,52.97157623,22.22222222
1985-10-23,1.3,72.50803859,71.2964594,56.39097744,22.22222222
1985-10-24,1.25,77.38095238,75.19041427,34.3537415,22.22222222
1985-10-25,1.33,82.13670304,78.40193705,47.19626168,24.32432432
1985-10-28,1.37,87.35491753,79.84228684,51.75438596,37.5
1985-10-29,1.29,87.80918728,81.18502162,48.11320755,25.45454545
1985-10-30,1.29,87.81636257,81.88662533,56.61375661,22.22222222
1985-10-31,1.31,86.13529806,79.18575064,49.75609756,24.61538462
1985-11-01,1.28,85.21428571,78.23773545,40.75829384,24.06015038
1985-11-04,1.27,84.55223881,78.10474875,44.44444444,24.61538462
1985-11-05,1.24,83.71361133,76.61674609,44.05286344,24.24242424
1985-11-06,1.26,83.61045131,78.4088469,50.73170732,27.41935484
1985-11-07,1.24,84.3537415,81.62653944,36.41025641,28.33333333
1985-11-08,1.27,90.73461284,85.56187058,30,26.15384615
1985-11-11,1.24,91.55099578,88.12530753,38.52813853,26.15384615
1985-11-12,1.21,91.95402299,88.10677618,31.08108108,24.28571429
1985-11-13,1.2,88.59802211,85.11465524,43.93305439,26.38888889
1985-11-14,1.21,95.01718213,92.62014581,47.32510288,25.35211268
1985-11-15,1.26,96.90778575,88.58912301,41.70212766,25.35211268
1985-11-18,1.21,96.12068966,87.66163793,38.8,25.71428571
1985-11-19,1.21,96.02523659,87.00129744,39.28571429,29.03225806
1985-11-20,1.18,95.99491418,87.27171669,47.2,26.66666667
1985-11-21,1.07,96.16321559,87.94374248,54.54545455,25.3968254
1985-11-22,1.14,96.46662928,89.37136899,51.75438596,28.125
1985-11-25,1.16,90.79685746,81.51573922,70.03367003,33.87096774
1985-11-26,1.15,90.37558685,81.04925054,71.56549521,31.74603175
1985-11-27,1.12,91.2858661,83.03320781,72.02572347,29.85074627
1985-11-29,1.13,90.4706566,81.54327424,65.49707602,29.85074627
1985-12-02,1.15,83.41708543,66.68966707,51.80412371,40
1985-12-03,1.16,81.15631692,64.81093394,49.50738916,41.79104478
1985-12-04,1.14,87.75750441,77.08740785,50,35.82089552
1985-12-05,1.15,87.86464411,73.66920152,44.31818182,30.64516129
1985-12-06,1.18,79.30258718,71.05943152,45.24361949,25.86206897
1985-12-09,1.14,79.94444444,72.5033658,42.20779221,26.78571429
1985-12-10,1.13,79.5583239,72.6463405,35.07462687,23.07692308
1985-12-11,1.2,81.06974305,75.59741355,34.46327684,19.48051948
1985-12-12,1.2,80.51807879,72.69152116,31.76691729,26.66666667
1985-12-13,1.24,82.31259187,77.42082331,35.63829787,23.07692308
1985-12-16,1.16,87.36023335,84.92246372,24.53222453,18.07228916
1985-12-17,1.1,79.28341755,77.94561934,32.02247191,16.48351648
1985-12-18,1.07,73.63954069,72.09529032,32.32514178,21.97802198
1985-12-19,1.1,72.61410788,72.2306433,42.21789883,22.47191011
1985-12-20,1.03,77.14895889,80.05616225,49.10714286,14.11764706
1985-12-23,1.07,71.01593625,70.02452893,57.01943844,15.47619048
1985-12-24,1.05,60.3943662,58.90145598,50.79365079,16.04938272
1985-12-26,1.05,56.43382353,59.95127893,55.79078456,15.6626506
1985-12-27,1,67.92782305,67.91939313,55.72139303,12.94117647
1985-12-30,1.02,68.09496236,67.79444251,65.70680628,16.43835616
1985-12-31,1.02,70.471597,68.67401753,84.27672956,19.35483871
1986-01-02,1.02,67.87172012,60.20960699,83.66013072,25.49019608
1986-01-03,1.02,65.90346535,61.40727355,81.78913738,20.83333333
1986-01-06,1.03,57.68049155,53.02522136,81.73076923,25
1986-01-07,0.97,64.67948718,56.93641618,82.56880734,22.44897959
1986-01-08,1.04,65.77574967,47.16279544,80.6122449,50.87719298
1986-01-09,1,51.34860051,43.61075785,87.86982249,54.09836066
1986-01-10,1.03,53.56969403,43.42957048,89.82630273,62.68656716
1986-01-13,1.11,52.64982665,42.58584308,90.37558685,71.62162162
1986-01-14,1.1,58.33766234,47.74231426,80.9976247,63.41463415
1986-01-15,1.07,68.2369403,55.3296589,88.36772983,54.73684211
1986-01-16,1.09,70.9663503,56.58260474,92.48625535,56.38297872
1986-01-17,1.05,68.59542697,51.11440492,87.51445087,56.98924731
1986-01-20,1.035,64.33063792,46.30452675,79.52069717,56.52173913
1986-01-21,1.02,58.36829837,40.63127842,80.53830228,57.14285714
1986-01-22,1.09,53.82289417,39.24121732,74.68719923,58.94736842
1986-01-23,1.06,52.15651401,37.27133745,71.71903882,56.25
1986-01-24,1.1,55.86546349,43.61932228,73.64341085,57.14285714
1986-01-27,1.06,50.8226691,37.11804439,75.88652482,60.21505376
1986-01-28,1.03,59.99121651,56.25352289,66.49855908,46.34146341
1986-01-29,1.04,79.61557916,67.19652149,65.29850746,43.58974359
1986-01-30,1.06,76.73319328,64.27493483,62.77021617,37.14285714
1986-01-31,1.09,78.32681018,67.44593074,60.59152678,24.59016393
1986-02-03,1.05,79.46221604,70.77933008,56.35687732,25.86206897
1986-02-04,1.02,76.11859838,63.98476414,45.11494253,30.6122449
1986-02-05,0.98,74.97175141,62.45571167,29.55920484,35.8490566
1986-02-06,1.01,76.56084656,65.37022742,32.21535746,35.8490566
1986-02-07,0.96,83.16779927,70.76814076,35.64078578,43.33333333
1986-02-10,0.92,88.83883884,79.24505976,34.84848485,37.68115942
1986-02-11,0.89,97.537978,89.68603874,35.14804202,29.57746479
1986-02-12,0.83,98.03729146,89.51514328,38.90547264,29.57746479
1986-02-13,0.79,97.98285426,88.97851381,29.08324552,24.65753425
1986-02-14,0.69,98.08703969,89.77415723,15.58164354,22.5
1986-02-18,0.68,98.05068226,89.91311165,24.40191388,23.37662338
1986-02-19,0.64,96.41902726,78.81406084,39.80952381,21.33333333
1986-02-20,0.62,98.60320745,83.85275274,35.56747096,19.23076923
1986-02-21,0.55,98.6777669,84.06045664,36.31386861,16.48351648
1986-02-24,0.53,97.71883289,80.47841307,46.19047619,15.46391753
1986-02-25,0.51,94.54926625,83.22674068,62.47582205,16.12903226
1986-02-26,0.48,94.37837838,83.19937149,58.25067628,10.63829787
1986-02-27,0.43,94.63364293,84.75208425,50.60926076,8.849557522
1986-02-28,0.42,94.64193715,84.33891048,50.28618152,2.702702703
1986-03-03,0.44,94.16386083,78.25861174,49.12133891,2.654867257
1986-03-04,0.55,94.27942794,76.90252913,50.60344828,2.678571429
1986-03-05,0.58,87.71539744,74.66591166,53.14799673,15.2
1986-03-06,0.66,87.74944568,74.10280157,56.44067797,14.96062992
1986-03-07,0.67,86.56534954,71.47229484,61.55268022,16.37931034
1986-03-10,0.6,86.17886179,68.58366688,59.14396887,14.96062992
1986-03-11,0.55,89.8694517,85.43782105,47.45341615,12.30769231
1986-03-12,0.51,90.51808407,84.44359367,56.79172057,12.40310078
1986-03-13,0.54,89.55866523,82.47556067,62.35697941,16.94915254
1986-03-14,0.54,91.05527638,87.31036177,55.1143201,18.86792453
1986-03-17,0.55,85.83609664,78.95906238,45.30791789,20.56074766
1986-03-18,0.6,86.5497076,80.09981613,59.375,24.03846154
1986-03-19,0.65,84.75267721,76.26693726,73.07692308,30.48780488
1986-03-20,0.61,84.39457203,76.79332283,74.07407407,30.48780488
1986-03-21,0.61,83.65738308,73.18389142,73.61111111,37.83783784
1986-03-24,0.59,74.49290061,75.71643233,79.35222672,36.36363636
1986-03-25,0.58,73.67101304,74.34789482,75.59808612,20.96774194
1986-03-26,0.53,73.21428571,76.22466422,53.38078292,20.63492063
1986-03-27,0.45,75.66063978,77.69121488,56.31768953,16.66666667
1986-03-31,0.47,75.34053546,77.03881892,46.70658683,15.85365854
1986-04-01,0.48,68.42105263,60.25745811,39.8467433,20.25316456
1986-04-02,0.43,63.77171216,58.94675743,38.18897638,20
1986-04-03,0.47,63.13131313,50.46127643,30.53097345,18.98734177
1986-04-04,0.6,51.20192308,36.54262922,31.65137615,25.58139535
1986-04-07,0.61,47.38598443,39.13000543,32.27272727,24.70588235
1986-04-08,0.61,53.83113714,47.246352,35.31114327,18.55670103
1986-04-09,0.69,55.77372604,48.86483299,34.85714286,17.47572816
1986-04-10,0.65,59.53806672,51.87123375,31.7715959,18
1986-04-11,0.64,62.64,55.5183095,34.36619718,20.38834951
1986-04-14,0.66,70.33186725,56.10869201,37.70053476,20.58823529
1986-04-15,0.69,75.37770519,58.89832298,34.12797992,23.58490566
1986-04-16,0.59,79.27835052,61.83864768,43.58578053,21.18644068
1986-04-17,0.59,78.9968652,60.74396837,40.6626506,26.73267327
1986-04-18,0.65,77.99270073,59.46746747,52.4137931,35.29411765
1986-04-21,0.58,80.36677454,70.06517498,67.82077393,31.76470588
1986-04-22,0.67,78.83597884,64.15337208,67.68916155,41.93548387
1986-04-23,0.69,74.72789116,68.9168238,70.13232514,49.53271028
1986-04-24,0.62,82.59547144,80.32982222,69.47565543,52.63157895
1986-04-25,0.67,92.69724771,83.13961971,64.18181818,53.04347826
1986-04-28,0.62,87.98674399,78.99169848,57.99573561,57.00934579
1986-04-29,0.53,79.66034755,68.26439046,57.87234043,55.45454545
1986-04-30,0.55,60.74336283,49.26470588,62.99212598,57.27272727
1986-05-01,0.6,54.91452991,48.43914584,61.07660455,57.65765766
1986-05-02,0.63,54.22993492,45.0807561,46.82539683,64.86486486
1986-05-05,0.63,57.24417427,50.0602298,52.97418631,56.30252101
1986-05-06,0.64,47.16193656,37.5,51.83486239,68
1986-05-07,0.6,39.7521027,31.27588359,56.80190931,68.31683168
1986-05-08,0.62,44.58469055,36.49219766,58.29493088,57.39130435
1986-05-09,0.63,46.16297468,31.64401936,54.36893204,59.2920354
1986-05-12,0.69,45.32038835,34.93208009,51.91815857,56.19047619
1986-05-13,0.63,45.35561601,34.66649629,40.17094017,48.31460674
1986-05-14,0.66,41.26984127,36.85315549,40.63400576,39.47368421
1986-05-15,0.63,36.66531769,30.90124123,44.33962264,43.20987654
1986-05-16,0.67,36.414791,27.53949185,44.85981308,55.68181818
1986-05-19,0.7,38.45500849,32.18601455,48.97959184,63.85542169
1986-05-20,0.65,55.32359081,52.51808021,34.16370107,56.04395604
1986-05-21,0.7,61.92810458,53.08699409,26.51006711,52.38095238
